nonce	nonce_disc	syl_struc	n_neighbours
rőhéf	rWhEf	cvcvc	0
hűrűcs	hYrYT	cvcvc	0
púvúc	pUvUc	cvcvc	0
dúzodz	dUzodz	cvcvc	0
dzsegap	Degap	cvcvc	0
tyúlác	KUlAc	cvcvc	0
zsücűs	ZycYS	cvcvc	0
csídzüzs	TIdzyZ	cvcvc	0
funon	funon	cvcvc	0
gütyőm	KKWm	cvcvc	0
juhodz	juhodz	cvcvc	0
jődzsősz	jWDWs	cvcvc	0
cípáp	cIpAp	cvcvc	0
dzsőzúl	DWzUl	cvcvc	0
cárüz	cAryz	cvcvc	0
ráhúf	rAhUf	cvcvc	0
vánoty	vAnoK	cvcvc	0
szógöm	sOgwm	cvcvc	0
dzúlúcs	dzUlUT	cvcvc	0
mimíz	mimIz	cvcvc	0
mősúsz	mWSUs	cvcvc	0
műtyőh	mYKWh	cvcvc	0
tyudzsaz	KuDaz	cvcvc	0
sepoty	SepoK	cvcvc	0
szótódz	sOtOdz	cvcvc	0
cenyísz	ceNIs	cvcvc	0
tyűjúr	KYjUr	cvcvc	0
cákej	cAkej	cvcvc	0
tátyót	tAKOt	cvcvc	0
rícec	rIcec	cvcvc	0
csúmézs	TUmEZ	cvcvc	0
szevíc	sevIc	cvcvc	0
tőjocs	tWjoT	cvcvc	0
vúpád	vUpAd	cvcvc	0
tyútúg	KUtUg	cvcvc	0
csőcsédz	TWTEdz	cvcvc	0
cutad	cutad	cvcvc	0
pöhóz	pwhOz	cvcvc	0
jücsod	jyTod	cvcvc	0
húdzsűp	hUDYp	cvcvc	0
hosój	hoSOj	cvcvc	0
tyáhíd	KAhId	cvcvc	0
tyopűl	KopYl	cvcvc	0
zsocőz	ZocWz	cvcvc	0
dzúrüty	dzUryK	cvcvc	0
nyőgop	NWgop	cvcvc	0
dzsürák	DyrAk	cvcvc	0
vúhis	vUhiS	cvcvc	0
rónyát	rONAt	cvcvc	0
zőjag	zWjag	cvcvc	0
cűpos	cYpoS	cvcvc	0
zőkőj	zWkWj	cvcvc	0
sotyűs	SoKYS	cvcvc	0
zátódz	zAtOdz	cvcvc	0
núgóm	nUgOm	cvcvc	0
cílöz	cIlwz	cvcvc	0
jűgül	jYGl	cvcvc	0
gűnűr	gYnYr	cvcvc	0
tafezs	tafeZ	cvcvc	0
lofadzs	lofaD	cvcvc	0
goszim	gosim	cvcvc	0
júsűdzs	jUSYD	cvcvc	0
dzsoszüz	Dosyz	cvcvc	0
vőjedzs	vWjeD	cvcvc	0
dzuzöz	dzuzwz	cvcvc	0
fézséf	fEZEf	cvcvc	0
tyálúd	KAlUd	cvcvc	0
ruszős	rusWS	cvcvc	0
nyuzsosz	NuZos	cvcvc	0
lődév	lWdEv	cvcvc	0
gúsók	gUSOk	cvcvc	0
szégizs	sEgiZ	cvcvc	0
tózüs	tOzyS	cvcvc	0
töhud	twhud	cvcvc	0
jűfoh	jYfoh	cvcvc	0
széjáj	sEjAj	cvcvc	0
fogics	fogiT	cvcvc	0
dődzsín	dWDIn	cvcvc	0
fovadzs	fovaD	cvcvc	0
lőzsíd	lWZId	cvcvc	0
vulip	vulip	cvcvc	0
pötyűr	pwKYr	cvcvc	0
rózsük	rOZyk	cvcvc	0
szészíg	sEsIg	cvcvc	0
nídzáv	nIdzAv	cvcvc	0
dzamíj	dzamIj	cvcvc	0
gügőzs	GgWZ	cvcvc	0
dzsészőv	DEsWv	cvcvc	0
dzsínyöj	DINwj	cvcvc	0
dzsátyuz	DAKuz	cvcvc	0
zögűn	zwgYn	cvcvc	0
cátyag	cAKag	cvcvc	0
pahídz	pahIdz	cvcvc	0
gékíh	gEkIh	cvcvc	0
jükóty	jykOK	cvcvc	0
dzsódűty	DOdYK	cvcvc	0
vúhég	vUhEg	cvcvc	0
csájeh	TAjeh	cvcvc	0
fójít	fOjIt	cvcvc	0
gányős	gANWS	cvcvc	0
tüzsőg	GZWg	cvcvc	0
hümözs	hymwZ	cvcvc	0
dífov	dIfov	cvcvc	0
gácsőzs	gATWZ	cvcvc	0
dzsédzóg	DEdzOg	cvcvc	0
fézüt	fEzyt	cvcvc	0
futyüsz	fuKys	cvcvc	0
hözsűg	hwZYg	cvcvc	0
dzacsás	dzaTAS	cvcvc	0
dzedőn	dzedWn	cvcvc	0
cusózs	cuSOZ	cvcvc	0
nyúram	NUram	cvcvc	0
jujúv	jujUv	cvcvc	0
nudzüc	nudzyc	cvcvc	0
govüp	govyp	cvcvc	0
víducs	vIduT	cvcvc	0
csőtyész	TWKEs	cvcvc	0
dzűsőj	dzYSWj	cvcvc	0
dzsémozs	DEmoZ	cvcvc	0
püzsíc	pyZIc	cvcvc	0
tyőszac	KWsac	cvcvc	0
fegec	fegec	cvcvc	0
cűdédz	cYdEdz	cvcvc	0
dzsőnyog	DWNog	cvcvc	0
jötyódz	jwKOdz	cvcvc	0
vuzúr	vuzUr	cvcvc	0
cázsűdzs	cAZYD	cvcvc	0
dúdzséj	dUDEj	cvcvc	0
mozád	mozAd	cvcvc	0
diloz	diloz	cvcvc	0
cákút	cAkUt	cvcvc	0
zsösúc	ZwSUc	cvcvc	0
cúcsah	cUTah	cvcvc	0
cűsádzs	cYSAD	cvcvc	0
pitág	pitAg	cvcvc	0
zsutyosz	ZuKos	cvcvc	0
zsizöt	Zizwt	cvcvc	0
sedzsók	SeDOk	cvcvc	0
húdzics	hUdziT	cvcvc	0
zsepür	Zepyr	cvcvc	0
tokek	tokek	cvcvc	0
csürödz	Tyrwdz	cvcvc	0
puzsúf	puZUf	cvcvc	0
dádzeg	dAdzeg	cvcvc	0
cilász	cilAs	cvcvc	0
míten	mIten	cvcvc	0
nyéjáf	NEjAf	cvcvc	0
secsuty	SeTuK	cvcvc	0
facüzs	facyZ	cvcvc	0
sízsas	SIZaS	cvcvc	0
zsűguzs	ZYguZ	cvcvc	0
cáput	cAput	cvcvc	0
tyélön	KElwn	cvcvc	0
jevóz	jevOz	cvcvc	0
sedzéf	SedzEf	cvcvc	0
nyetul	Netul	cvcvc	0
socsed	SoTed	cvcvc	0
rühész	ryhEs	cvcvc	0
gízún	gIzUn	cvcvc	0
depics	depiT	cvcvc	0
pígip	pIgip	cvcvc	0
cizóp	cizOp	cvcvc	0
nyédzim	NEdzim	cvcvc	0
zinyucs	ziNuT	cvcvc	0
zőpuny	zWpuN	cvcvc	0
gugécs	gugET	cvcvc	0
lozőn	lozWn	cvcvc	0
zsosűv	ZoSYv	cvcvc	0
nínűz	nInYz	cvcvc	0
kőmir	kWmir	cvcvc	0
sédzsuzs	SEDuZ	cvcvc	0
szömüsz	swmys	cvcvc	0
jőrőm	jWrWm	cvcvc	0
ciméz	cimEz	cvcvc	0
dzsínety	DIneK	cvcvc	0
főhid	fWhid	cvcvc	0
csűtyősz	TYKWs	cvcvc	0
dzinüg	dziNg	cvcvc	0
szíköm	sIkwm	cvcvc	0
dízém	dIzEm	cvcvc	0
cúzsűj	cUZYj	cvcvc	0
jurücs	juryT	cvcvc	0
löjún	lwjUn	cvcvc	0
vedőc	vedWc	cvcvc	0
lőpécs	lWpET	cvcvc	0
lácőf	lAcWf	cvcvc	0
humöd	humwd	cvcvc	0
műhuv	mYhuv	cvcvc	0
tyútézs	KUtEZ	cvcvc	0
lékéh	lEkEh	cvcvc	0
fónun	fOnun	cvcvc	0
tyőszuj	KWsuj	cvcvc	0
sálódz	SAlOdz	cvcvc	0
dzűgev	dzYgev	cvcvc	0
cetőny	cetWN	cvcvc	0
névüty	nEvyK	cvcvc	0
pűnyuh	pYNuh	cvcvc	0
szötyoty	swKoK	cvcvc	0
dzűjődz	dzYjWdz	cvcvc	0
dépudzs	dEpuD	cvcvc	0
rúhéd	rUhEd	cvcvc	0
cuszudzs	cusuD	cvcvc	0
tozah	tozah	cvcvc	0
dzífuj	dzIfuj	cvcvc	0
rijún	rijUn	cvcvc	0
csudüj	Tudyj	cvcvc	0
múrip	mUrip	cvcvc	0
súsóc	SUSOc	cvcvc	0
műdzal	mYdzal	cvcvc	0
csófor	TOfor	cvcvc	0
vűdon	vYdon	cvcvc	0
víszös	vIswS	cvcvc	0
gatyun	gaKun	cvcvc	0
csözsáf	TwZAf	cvcvc	0
zsécsúd	ZETUd	cvcvc	0
tyicóf	KicOf	cvcvc	0
dzsőgij	DWgij	cvcvc	0
cödzöf	cwdzwf	cvcvc	0
fófal	fOfal	cvcvc	0
ládzézs	lAdzEZ	cvcvc	0
jünudz	jynudz	cvcvc	0
dzocűt	dzocYt	cvcvc	0
nósződ	nOsWd	cvcvc	0
gutűf	gutYf	cvcvc	0
szácsűt	sATYt	cvcvc	0
zsüpozs	ZypoZ	cvcvc	0
sűsuny	SYSuN	cvcvc	0
láfők	lAfWk	cvcvc	0
jomus	jomuS	cvcvc	0
csüléh	TylEh	cvcvc	0
juszuty	jusuK	cvcvc	0
dzsíkov	DIkov	cvcvc	0
gásőc	gASWc	cvcvc	0
dézűm	dEzYm	cvcvc	0
zsőpöt	ZWpwt	cvcvc	0
nyőszek	NWsek	cvcvc	0
kenodz	kenodz	cvcvc	0
dzíhöf	dzIhwf	cvcvc	0
hődzsíz	hWDIz	cvcvc	0
tyühog	Kyhog	cvcvc	0
csüsocs	TySoT	cvcvc	0
tyafúty	KafUK	cvcvc	0
cöméty	cwmEK	cvcvc	0
nyunyesz	NuNes	cvcvc	0
fátyűs	fAKYS	cvcvc	0
pűtyig	pYKig	cvcvc	0
cezép	cezEp	cvcvc	0
pínőzs	pInWZ	cvcvc	0
váhőt	vAhWt	cvcvc	0
dzényic	dzENic	cvcvc	0
zíracs	zIraT	cvcvc	0
gétyüzs	gEKyZ	cvcvc	0
püzűp	pyzYp	cvcvc	0
líszűl	lIsYl	cvcvc	0
dzédzáj	dzEdzAj	cvcvc	0
zsedzúty	ZedzUK	cvcvc	0
tyáröny	KArwN	cvcvc	0
dédzsez	dEDez	cvcvc	0
zsühúcs	ZyhUT	cvcvc	0
csácsür	TATyr	cvcvc	0
cűzóz	cYzOz	cvcvc	0
zsajúsz	ZajUs	cvcvc	0
gözsisz	gwZis	cvcvc	0
jípuv	jIpuv	cvcvc	0
rődzősz	rWdzWs	cvcvc	0
zsúvöv	ZUvwv	cvcvc	0
séhany	SEhaN	cvcvc	0
gőzok	gWzok	cvcvc	0
fúszöv	fUswv	cvcvc	0
jekag	jekag	cvcvc	0
rédóp	rEdOp	cvcvc	0
dékók	dEkOk	cvcvc	0
kőkás	kWkAS	cvcvc	0
fúsőzs	fUSWZ	cvcvc	0
mútyőr	mUKWr	cvcvc	0
jószuzs	jOsuZ	cvcvc	0
csűdzán	TYdzAn	cvcvc	0
rűden	rYden	cvcvc	0
zurüdz	zurydz	cvcvc	0
szöróv	swrOv	cvcvc	0
ríjény	rIjEN	cvcvc	0
dóföty	dOfwK	cvcvc	0
nőzsócs	nWZOT	cvcvc	0
cufic	cufic	cvcvc	0
tőkok	tWkok	cvcvc	0
zutyűd	zuKYd	cvcvc	0
jödzip	jwdzip	cvcvc	0
csádzsosz	TADos	cvcvc	0
zsömíd	ZwmId	cvcvc	0
dzödzsőm	dzwDWm	cvcvc	0
hösüg	hwSyg	cvcvc	0
csádzidzs	TAdziD	cvcvc	0
geguj	geguj	cvcvc	0
nödzöf	nwdzwf	cvcvc	0
csófig	TOfig	cvcvc	0
möszíp	mwsIp	cvcvc	0
dzőföd	dzWfwd	cvcvc	0
nékúr	nEkUr	cvcvc	0
nyináj	NinAj	cvcvc	0
szözűdz	swzYdz	cvcvc	0
pűsűg	pYSYg	cvcvc	0
csedőm	TedWm	cvcvc	0
dósuf	dOSuf	cvcvc	0
tyápádz	KApAdz	cvcvc	0
nanyacs	naNaT	cvcvc	0
kecsödzs	keTwD	cvcvc	0
cűtádzs	cYtAD	cvcvc	0
lúsén	lUSEn	cvcvc	0
secsíz	SeTIz	cvcvc	0
dókíj	dOkIj	cvcvc	0
tyadzén	KadzEn	cvcvc	0
mümóm	mymOm	cvcvc	0
dzsőliv	DWliv	cvcvc	0
püdzsaz	pyDaz	cvcvc	0
réröf	rErwf	cvcvc	0
gálón	gAlOn	cvcvc	0
dzsíműm	DImYm	cvcvc	0
covöt	covwt	cvcvc	0
zúcsór	zUTOr	cvcvc	0
nögedzs	nwgeD	cvcvc	0
linyad	liNad	cvcvc	0
kévug	kEvug	cvcvc	0
fecősz	fecWs	cvcvc	0
cufűt	cufYt	cvcvc	0
zécüj	zEcyj	cvcvc	0
dátiv	dAtiv	cvcvc	0
rékőny	rEkWN	cvcvc	0
vógüd	vOGd	cvcvc	0
lísány	lISAN	cvcvc	0
dzsávóc	DAvOc	cvcvc	0
csésóg	TESOg	cvcvc	0
jőhil	jWhil	cvcvc	0
tizík	tizIk	cvcvc	0
cézocs	cEzoT	cvcvc	0
dzsonyüm	DoNym	cvcvc	0
zséfáh	ZEfAh	cvcvc	0
húvózs	hUvOZ	cvcvc	0
nörúg	nwrUg	cvcvc	0
vupőv	vupWv	cvcvc	0
pölaj	pwlaj	cvcvc	0
vőtyar	vWKar	cvcvc	0
dzsószény	DOsEN	cvcvc	0
dutyút	duKUt	cvcvc	0
csőmőh	TWmWh	cvcvc	0
zsotez	Zotez	cvcvc	0
jínif	jInif	cvcvc	0
rüdzsad	ryDad	cvcvc	0
dzsúhűty	DUhYK	cvcvc	0
kücud	kycud	cvcvc	0
dzipöm	dzipwm	cvcvc	0
dűdöl	dYdwl	cvcvc	0
píduf	pIduf	cvcvc	0
nyácöh	NAcwh	cvcvc	0
dígádzs	dIgAD	cvcvc	0
tyúvüty	KUvyK	cvcvc	0
dzazóny	dzazON	cvcvc	0
dzécsűzs	dzETYZ	cvcvc	0
vivuj	vivuj	cvcvc	0
hepűl	hepYl	cvcvc	0
szügád	sygAd	cvcvc	0
mísur	mISur	cvcvc	0
dzóhid	dzOhid	cvcvc	0
dzörusz	dzwrus	cvcvc	0
dzödűk	dzwdYk	cvcvc	0
civót	civOt	cvcvc	0
csögáj	TwgAj	cvcvc	0
dzsépig	DEpig	cvcvc	0
cőhocs	cWhoT	cvcvc	0
dzatézs	dzatEZ	cvcvc	0
dzsühedzs	DyheD	cvcvc	0
tyenyosz	KeNos	cvcvc	0
ficúdzs	ficUD	cvcvc	0
fövusz	fwvus	cvcvc	0
dúszizs	dUsiZ	cvcvc	0
szőgis	sWgiS	cvcvc	0
rijosz	rijos	cvcvc	0
szádzűv	sAdzYv	cvcvc	0
culény	culEN	cvcvc	0
vókűj	vOkYj	cvcvc	0
szójov	sOjov	cvcvc	0
főmúf	fWmUf	cvcvc	0
düpöty	dypwK	cvcvc	0
rájeny	rAjeN	cvcvc	0
kügic	kygic	cvcvc	0
csícsödz	TITwdz	cvcvc	0
mícög	mIcwg	cvcvc	0
zsáhűr	ZAhYr	cvcvc	0
vaféd	vafEd	cvcvc	0
sihís	SihIS	cvcvc	0
togég	togEg	cvcvc	0
szekűp	sekYp	cvcvc	0
nősazs	nWSaZ	cvcvc	0
jümev	jymev	cvcvc	0
kőnyízs	kWNIZ	cvcvc	0
zúcik	zUcik	cvcvc	0
cöcsék	cwTEk	cvcvc	0
nyicsűcs	NiTYT	cvcvc	0
nyűzsóty	NYZOK	cvcvc	0
vócőc	vOcWc	cvcvc	0
nipőt	nipWt	cvcvc	0
pótyök	pOKwk	cvcvc	0
fívony	fIvoN	cvcvc	0
dzsüdzsíz	DyDIz	cvcvc	0
nödzsop	nwDop	cvcvc	0
nőhúsz	nWhUs	cvcvc	0
zsenőzs	ZenWZ	cvcvc	0
kózöz	kOzwz	cvcvc	0
hacecs	haceT	cvcvc	0
dzópov	dzOpov	cvcvc	0
gúcsof	gUTof	cvcvc	0
tútyücs	tUKyT	cvcvc	0
gífam	gIfam	cvcvc	0
tyekím	KekIm	cvcvc	0
günyícs	GNIT	cvcvc	0
nódzáj	nOdzAj	cvcvc	0
hevőf	hevWf	cvcvc	0
zsöjány	ZwjAN	cvcvc	0
mücác	mycAc	cvcvc	0
työvef	Kwvef	cvcvc	0
dzsadzűj	DadzYj	cvcvc	0
józsog	jOZog	cvcvc	0
cátyér	cAKEr	cvcvc	0
dzotícs	dzotIT	cvcvc	0
vosöf	voSwf	cvcvc	0
cénof	cEnof	cvcvc	0
mityacs	miKaT	cvcvc	0
döszács	dwsAT	cvcvc	0
cúlök	cUlwk	cvcvc	0
pödzéh	pwdzEh	cvcvc	0
szüguzs	syguZ	cvcvc	0
nyűsin	NYSin	cvcvc	0
fodzec	fodzec	cvcvc	0
tyőtöz	KWtwz	cvcvc	0
rigodzs	rigoD	cvcvc	0
mípadzs	mIpaD	cvcvc	0
dánőny	dAnWN	cvcvc	0
pőnyűny	pWNYN	cvcvc	0
zídzsűv	zIDYv	cvcvc	0
nédzsízs	nEDIZ	cvcvc	0
daszok	dasok	cvcvc	0
szétyósz	sEKOs	cvcvc	0
pézics	pEziT	cvcvc	0
kőzsícs	kWZIT	cvcvc	0
tyízőty	KIzWK	cvcvc	0
gőcócs	gWcOT	cvcvc	0
gádák	gAdAk	cvcvc	0
kútyöl	kUKwl	cvcvc	0
zsáhér	ZAhEr	cvcvc	0
cofar	cofar	cvcvc	0
szétyéf	sEKEf	cvcvc	0
fúzsisz	fUZis	cvcvc	0
rehüp	rehyp	cvcvc	0
túzsóz	tUZOz	cvcvc	0
fídzüny	fIdzyN	cvcvc	0
tizsít	tiZIt	cvcvc	0
dzótam	dzOtam	cvcvc	0
dzécév	dzEcEv	cvcvc	0
pícif	pIcif	cvcvc	0
cifar	cifar	cvcvc	0
celozs	celoZ	cvcvc	0
vöség	vwSEg	cvcvc	0
lóvóv	lOvOv	cvcvc	0
sóhőp	SOhWp	cvcvc	0
kúcsödz	kUTwdz	cvcvc	0
cőzság	cWZAg	cvcvc	0
zezseh	zeZeh	cvcvc	0
céjém	cEjEm	cvcvc	0
zógédzs	zOgED	cvcvc	0
lópédzs	lOpED	cvcvc	0
vőjűr	vWjYr	cvcvc	0
dihőj	dihWj	cvcvc	0
tiszűsz	tisYs	cvcvc	0
csönosz	Twnos	cvcvc	0
dzoszúf	dzosUf	cvcvc	0
csűfáz	TYfAz	cvcvc	0
tűcéz	tYcEz	cvcvc	0
fijözs	fijwZ	cvcvc	0
zsadzév	ZadzEv	cvcvc	0
zutícs	zutIT	cvcvc	0
pidany	pidaN	cvcvc	0
mutyőny	muKWN	cvcvc	0
pűdzín	pYdzIn	cvcvc	0
kűszám	kYsAm	cvcvc	0
pecsósz	peTOs	cvcvc	0
nadzég	nadzEg	cvcvc	0
rúgev	rUgev	cvcvc	0
szócsődz	sOTWdz	cvcvc	0
tédzam	tEdzam	cvcvc	0
gúdzsót	gUDOt	cvcvc	0
jenodzs	jenoD	cvcvc	0
ronyüzs	roNyZ	cvcvc	0
júdzany	jUdzaN	cvcvc	0
zinyíny	ziNIN	cvcvc	0
sécízs	SEcIZ	cvcvc	0
csígődzs	TIgWD	cvcvc	0
püfáj	pyfAj	cvcvc	0
dzudzsőv	dzuDWv	cvcvc	0
lúföny	lUfwN	cvcvc	0
nügul	Ngul	cvcvc	0
dzsünej	Dynej	cvcvc	0
kuszuk	kusuk	cvcvc	0
nyigát	NigAt	cvcvc	0
cotyidzs	coKiD	cvcvc	0
tezsesz	teZes	cvcvc	0
dzérip	dzErip	cvcvc	0
hítűk	hItYk	cvcvc	0
lákeh	lAkeh	cvcvc	0
püdzsany	pyDaN	cvcvc	0
búpúny	bUpUN	bvcvc	0
bólűv	bOlYv	bvcvc	0
batyil	baKil	bvcvc	0
búmún	bUmUn	bvcvc	0
buridz	buridz	bvcvc	0
bőszác	bWsAc	bvcvc	0
bízsar	bIZar	bvcvc	0
bovüny	bovyN	bvcvc	0
bölív	bwlIv	bvcvc	0
bömut	bwmut	bvcvc	0
bódzeg	bOdzeg	bvcvc	0
bőjőv	bWjWv	bvcvc	0
bövón	bwvOn	bvcvc	0
bűsám	bYSAm	bvcvc	0
bavúd	bavUd	bvcvc	0
budzsük	buDyk	bvcvc	0
bumíd	bumId	bvcvc	0
bözűh	bwzYh	bvcvc	0
bídzsúf	bIDUf	bvcvc	0
bicány	bicAN	bvcvc	0
bádís	bAdIS	bvcvc	0
bíjön	bIjwn	bvcvc	0
bodzsép	boDEp	bvcvc	0
bötyúh	bwKUh	bvcvc	0
bónyég	bONEg	bvcvc	0
büdzín	bydzIn	bvcvc	0
bűtyáty	bYKAK	bvcvc	0
büzsúg	byZUg	bvcvc	0
büvág	byvAg	bvcvc	0
büfúdz	byfUdz	bvcvc	0
bunol	bunol	bvcvc	0
bícőzs	bIcWZ	bvcvc	0
bőhőm	bWhWm	bvcvc	0
bémíf	bEmIf	bvcvc	0
bérudz	bErudz	bvcvc	0
bőgüd	bWGd	bvcvc	0
báfőj	bAfWj	bvcvc	0
bűcség	bYTEg	bvcvc	0
boszök	boswk	bvcvc	0
búhut	bUhut	bvcvc	0
bőmisz	bWmis	bvcvc	0
bodzöv	bodzwv	bvcvc	0
bádzsúj	bADUj	bvcvc	0
bádzsóv	bADOv	bvcvc	0
bágudz	bAgudz	bvcvc	0
bafül	bafyl	bvcvc	0
bísíf	bISIf	bvcvc	0
balőty	balWK	bvcvc	0
bücsur	byTur	bvcvc	0
begűn	begYn	bvcvc	0
bűcsón	bYTOn	bvcvc	0
büfocs	byfoT	bvcvc	0
banid	banid	bvcvc	0
bödzédzs	bwdzED	bvcvc	0
bupór	bupOr	bvcvc	0
bónyőty	bONWK	bvcvc	0
búsap	bUSap	bvcvc	0
bejúsz	bejUs	bvcvc	0
bácsúr	bATUr	bvcvc	0
bájeh	bAjeh	bvcvc	0
bénódzs	bEnOD	bvcvc	0
bűzűg	bYzYg	bvcvc	0
bávüz	bAvyz	bvcvc	0
boléj	bolEj	bvcvc	0
bődzőr	bWdzWr	bvcvc	0
bűcősz	bYcWs	bvcvc	0
bővúr	bWvUr	bvcvc	0
búpit	bUpit	bvcvc	0
buzsól	buZOl	bvcvc	0
böcsod	bwTod	bvcvc	0
bélőzs	bElWZ	bvcvc	0
bőrűv	bWrYv	bvcvc	0
birűcs	birYT	bvcvc	0
bőcup	bWcup	bvcvc	0
besót	beSOt	bvcvc	0
bikíj	bikIj	bvcvc	0
baműf	bamYf	bvcvc	0
bánűr	bAnYr	bvcvc	0
bőtyog	bWKog	bvcvc	0
bánöj	bAnwj	bvcvc	0
badocs	badoT	bvcvc	0
bófözs	bOfwZ	bvcvc	0
bőtézs	bWtEZ	bvcvc	0
böszűz	bwsYz	bvcvc	0
balív	balIv	bvcvc	0
bevút	bevUt	bvcvc	0
bácen	bAcen	bvcvc	0
bucsúr	buTUr	bvcvc	0
bőcsáty	bWTAK	bvcvc	0
balídz	balIdz	bvcvc	0
banyíz	baNIz	bvcvc	0
bézúzs	bEzUZ	bvcvc	0
búcsöv	bUTwv	bvcvc	0
bőgűh	bWgYh	bvcvc	0
bihóty	bihOK	bvcvc	0
bőtízs	bWtIZ	bvcvc	0
bóvóf	bOvOf	bvcvc	0
bífüg	bIfyg	bvcvc	0
bóhól	bOhOl	bvcvc	0
bümit	bymit	bvcvc	0
bufűdzs	bufYD	bvcvc	0
bútáj	bUtAj	bvcvc	0
bígény	bIgEN	bvcvc	0
bószöj	bOswj	bvcvc	0
bűpőf	bYpWf	bvcvc	0
bimüc	bimyc	bvcvc	0
bufoc	bufoc	bvcvc	0
bűtút	bYtUt	bvcvc	0
bavíz	bavIz	bvcvc	0
budzsir	buDir	bvcvc	0
bétoc	bEtoc	bvcvc	0
bátyícs	bAKIT	bvcvc	0
bédév	bEdEv	bvcvc	0
bénúty	bEnUK	bvcvc	0
bácől	bAcWl	bvcvc	0
bádics	bAdiT	bvcvc	0
bűtyón	bYKOn	bvcvc	0
bürűr	byrYr	bvcvc	0
bőzat	bWzat	bvcvc	0
bityév	biKEv	bvcvc	0
büszáz	bysAz	bvcvc	0
bijém	bijEm	bvcvc	0
bózsucs	bOZuT	bvcvc	0
bisőv	biSWv	bvcvc	0
bőváh	bWvAh	bvcvc	0
bejám	bejAm	bvcvc	0
bútyuk	bUKuk	bvcvc	0
bünín	bynIn	bvcvc	0
bitöv	bitwv	bvcvc	0
bötyóc	bwKOc	bvcvc	0
bütyúdz	byKUdz	bvcvc	0
bűpün	bYpyn	bvcvc	0
bótódzs	bOtOD	bvcvc	0
búrőj	bUrWj	bvcvc	0
bópidz	bOpidz	bvcvc	0
bíszusz	bIsus	bvcvc	0
bápezs	bApeZ	bvcvc	0
bótödzs	bOtwD	bvcvc	0
bűdzál	bYdzAl	bvcvc	0
bídzsát	bIDAt	bvcvc	0
bóvüj	bOvyj	bvcvc	0
bútyuh	bUKuh	bvcvc	0
bözádz	bwzAdz	bvcvc	0
bídzec	bIdzec	bvcvc	0
besam	beSam	bvcvc	0
bűcsul	bYTul	bvcvc	0
bödűdz	bwdYdz	bvcvc	0
bíméc	bImEc	bvcvc	0
bútyűs	bUKYS	bvcvc	0
bómezs	bOmeZ	bvcvc	0
bunozs	bunoZ	bvcvc	0
bínúk	bInUk	bvcvc	0
bojud	bojud	bvcvc	0
bénoc	bEnoc	bvcvc	0
búzsög	bUZwg	bvcvc	0
bíkodzs	bIkoD	bvcvc	0
bümum	bymum	bvcvc	0
bofőt	bofWt	bvcvc	0
bőpöty	bWpwK	bvcvc	0
bünyép	byNEp	bvcvc	0
bucúl	bucUl	bvcvc	0
béfór	bEfOr	bvcvc	0
bumőv	bumWv	bvcvc	0
bozaz	bozaz	bvcvc	0
bádzüf	bAdzyf	bvcvc	0
bofúl	bofUl	bvcvc	0
bézűv	bEzYv	bvcvc	0
bídzícs	bIdzIT	bvcvc	0
büvócs	byvOT	bvcvc	0
bűtúcs	bYtUT	bvcvc	0
bádzsir	bADir	bvcvc	0
binyücs	biNyT	bvcvc	0
bádzsócs	bADOT	bvcvc	0
bíszöd	bIswd	bvcvc	0
bopűl	bopYl	bvcvc	0
bótyös	bOKwS	bvcvc	0
bűdzőc	bYdzWc	bvcvc	0
bűpűdzs	bYpYD	bvcvc	0
bűdzíz	bYdzIz	bvcvc	0
bókéd	bOkEd	bvcvc	0
bűpoc	bYpoc	bvcvc	0
bunöl	bunwl	bvcvc	0
bétyéty	bEKEK	bvcvc	0
budzsűs	buDYS	bvcvc	0
bécsog	bETog	bvcvc	0
bótóg	bOtOg	bvcvc	0
bődzsözs	bWDwZ	bvcvc	0
banyoc	baNoc	bvcvc	0
bázút	bAzUt	bvcvc	0
bodzsún	boDUn	bvcvc	0
bítév	bItEv	bvcvc	0
badzűv	badzYv	bvcvc	0
buhoty	buhoK	bvcvc	0
bűtyof	bYKof	bvcvc	0
bepócs	bepOT	bvcvc	0
búnáv	bUnAv	bvcvc	0
bigőz	bigWz	bvcvc	0
bútősz	bUtWs	bvcvc	0
bosöcs	boSwT	bvcvc	0
bővoty	bWvoK	bvcvc	0
bujósz	bujOs	bvcvc	0
bőheny	bWheN	bvcvc	0
báluv	bAluv	bvcvc	0
bőrec	bWrec	bvcvc	0
büszúdz	bysUdz	bvcvc	0
böcsűm	bwTYm	bvcvc	0
bívúk	bIvUk	bvcvc	0
bipüzs	bipyZ	bvcvc	0
bécűl	bEcYl	bvcvc	0
bókúny	bOkUN	bvcvc	0
beszuh	besuh	bvcvc	0
busíh	buSIh	bvcvc	0
bohik	bohik	bvcvc	0
bínyet	bINet	bvcvc	0
beszők	besWk	bvcvc	0
bömíc	bwmIc	bvcvc	0
bítyúcs	bIKUT	bvcvc	0
bűtám	bYtAm	bvcvc	0
bócűj	bOcYj	bvcvc	0
bömadzs	bwmaD	bvcvc	0
bönég	bwnEg	bvcvc	0
bígác	bIgAc	bvcvc	0
béhadzs	bEhaD	bvcvc	0
bűpéd	bYpEd	bvcvc	0
bucsedz	buTedz	bvcvc	0
bípity	bIpiK	bvcvc	0
